,LONGITUDE,LATITUDE,Cluster
111224,-0.188232421875,53.625,19
111225,-0.27001953125,53.75,74
111227,-0.1890869140625,53.625,19
111231,-0.188232421875,53.625,19
111232,-0.271240234375,53.75,74
111233,-0.1890869140625,53.625,19
111262,-1.3267952127659566,50.84375,44
111279,-1.330078125,50.84375,44
111280,0.12310791015625,49.46875,16
111291,-1.3206935975609717,50.84375,44
111305,-1.3310546875,50.84375,44
111310,-1.15234375,54.59375,24
111312,-0.264404296875,53.75,74
111314,0.3369140625,51.46875,42
111315,0.3369140625,51.46875,42
111316,0.3466796875,51.46875,42
111317,0.337158203125,51.46875,42
111319,0.3369140625,51.46875,42
111320,0.3369140625,51.46875,42
111321,0.3447265625,51.46875,42
111322,0.33984375,51.46875,42
111323,0.342529296875,51.46875,42
111324,0.3369140625,51.46875,42
111325,0.343994140625,51.46875,42
111326,0.345703125,51.46875,42
111332,0.1668701171875,49.46875,16
111334,0.1666259765625,49.46875,16
111336,0.1661376953125,49.46875,16
111375,-0.258544921875,53.75,74
111383,-2.0859375,57.15625,7
111385,-2.08203125,57.15625,7
111388,-2.083984375,57.15625,7
111394,0.1181640625,49.46875,16
111408,0.349853515625,51.46875,42
111409,0.351318359375,51.46875,42
111415,0.329833984375,51.46875,42
111434,-1.4609375,50.90625,11
111435,0.333984375,51.46875,42
111437,0.33349609375,51.46875,42
111438,0.33251953125,51.46875,42
111439,0.332275390625,51.46875,42
111441,0.334228515625,51.46875,42
111443,0.33349609375,51.46875,42
111446,0.334228515625,51.46875,42
111448,-3.009765625,53.4375,2
111468,0.10736083984375,49.46875,16
111746,-3.0078125,53.4375,2
111748,-3.0078125,53.4375,2
111749,-3.0078125,53.4375,2
111750,-3.0078125,53.4375,2
111752,-3.009765625,53.4375,2
111753,-3.0078125,53.4375,2
111754,-3.009765625,53.4375,2
111755,-3.0078125,53.4375,2
111757,-3.0078125,53.4375,2
111758,-3.0078125,53.4375,2
111760,-3.0078125,53.4375,2
111761,-3.0078125,53.4375,2
111763,-3.0078125,53.4375,2
111765,-3.0078125,53.4375,2
111767,-3.0078125,53.4375,2
111768,-3.009765625,53.4375,2
111769,-3.0078125,53.4375,2
111771,-3.0078125,53.4375,2
111772,-3.0078125,53.4375,2
111773,-3.009765625,53.4375,2
111775,-3.0078125,53.4375,2
111776,-3.0078125,53.4375,2
111778,-3.0078125,53.4375,2
111779,-3.0078125,53.4375,2
111780,-3.0078125,53.4375,2
111782,-3.0078125,53.4375,2
111784,-3.0078125,53.4375,2
111785,-3.009765625,53.4375,2
111786,-3.0078125,53.4375,2
111787,-3.0078125,53.4375,2
111788,-3.0078125,53.4375,2
111789,-3.0078125,53.4375,2
111790,-3.009765625,53.4375,2
111791,-3.0078125,53.4375,2
111792,-3.009765625,53.4375,2
111793,-3.0078125,53.4375,2
111794,-3.0078125,53.4375,2
111795,-3.0078125,53.4375,2
111796,-3.0078125,53.4375,2
111798,-3.0078125,53.4375,2
111801,-3.0078125,53.4375,2
111803,-3.0078125,53.4375,2
111804,-3.0078125,53.4375,2
111805,-3.0078125,53.4375,2
111806,-3.0078125,53.4375,2
111808,-3.009765625,53.4375,2
111809,-3.009765625,53.4375,2
111810,-3.0078125,53.4375,2
111812,-3.0078125,53.4375,2
111814,-3.0078125,53.4375,2
111816,-3.009765625,53.4375,2
111817,-3.0078125,53.4375,2
111818,-3.0078125,53.4375,2
111819,-3.0078125,53.4375,2
111820,-3.0078125,53.4375,2
111821,-3.0078125,53.4375,2
111822,-3.0078125,53.4375,2
111823,-3.0078125,53.4375,2
111824,-3.0078125,53.4375,2
111826,-3.0078125,53.4375,2
111827,-3.0078125,53.4375,2
111828,-3.0078125,53.4375,2
111829,-3.0078125,53.4375,2
111830,-3.0078125,53.4375,2
111831,-3.0078125,53.4375,2
111832,-3.009765625,53.4375,2
111834,-3.0078125,53.4375,2
111836,-3.0078125,53.4375,2
111838,-3.0078125,53.4375,2
111840,-3.009765625,53.4375,2
111841,-3.0078125,53.4375,2
111843,-3.0078125,53.4375,2
111845,-3.009765625,53.4375,2
111846,-3.0078125,53.4375,2
111848,-3.0078125,53.4375,2
111849,-3.0078125,53.4375,2
111850,-3.0078125,53.4375,2
111853,-3.0078125,53.4375,2
111854,-3.0078125,53.4375,2
111856,-3.0078125,53.4375,2
111857,-3.0078125,53.4375,2
111859,-3.0078125,53.4375,2
111860,-3.0078125,53.4375,2
111861,-3.0078125,53.4375,2
111862,-3.009765625,53.4375,2
111864,-3.009765625,53.4375,2
111865,-3.0078125,53.4375,2
111866,-3.0078125,53.4375,2
111868,-3.0078125,53.4375,2
111870,-3.0078125,53.4375,2
111873,-3.0078125,53.4375,2
111875,-3.009765625,53.4375,2
111876,-3.0078125,53.4375,2
111878,-3.0078125,53.4375,2
111880,-3.0078125,53.4375,2
111882,-1.4228515625,50.90625,11
111883,-4.90625,55.96875,407
111884,-4.90625,55.96875,407
111885,-4.90625,55.96875,407
111886,-4.90625,55.96875,407
111887,-4.90625,55.96875,407
111888,-4.90625,55.96875,407
111889,-4.90625,55.96875,407
111890,-4.90625,55.96875,407
111891,-4.90625,55.96875,407
111892,-4.90625,55.96875,407
111895,-4.90625,55.96875,407
111896,-4.90625,55.96875,407
111897,-4.90625,55.96875,407
111898,-4.90625,55.96875,407
111899,-4.90625,55.96875,407
111900,-4.90625,55.96875,407
111901,-4.90625,55.96875,407
111902,-4.90625,55.96875,407
111903,-4.90625,55.96875,407
111904,-4.90625,55.96875,407
111905,-4.90625,55.96875,407
111906,-4.90625,55.96875,407
111907,-4.90625,55.96875,407
111908,-4.90625,55.96875,407
111909,-4.90625,55.96875,407
111910,-4.90625,55.96875,407
111911,-4.90625,55.96875,407
111912,-4.90625,55.96875,407
111913,-4.90625,55.96875,407
111915,-4.90625,55.96875,407
111916,-4.90625,55.96875,407
111917,-4.90625,55.96875,407
111918,-4.90625,55.96875,407
111919,-4.90625,55.96875,407
111920,-4.90625,55.96875,407
111921,-4.91015625,55.96875,407
111923,-4.91015625,55.96875,407
111924,-4.91015625,55.96875,407
111925,-4.91015625,55.96875,407
111926,-4.91015625,55.96875,407
111927,-4.91015625,55.96875,407
111928,-4.91015625,55.96875,407
111929,-4.91015625,55.96875,407
111930,-4.91015625,55.96875,407
111931,-4.91015625,55.96875,407
111932,-4.91015625,55.96875,407
111933,-4.90625,55.96875,407
111934,-4.90625,55.96875,407
111935,-4.90625,55.96875,407
111936,-4.90625,55.96875,407
111937,-4.90625,55.96875,407
111938,-4.90625,55.96875,407
111939,-4.90625,55.96875,407
111940,-4.90625,55.96875,407
111941,-4.90625,55.96875,407
111942,-4.90625,55.96875,407
111943,-4.90625,55.96875,407
111944,-4.90625,55.96875,407
111945,-4.90625,55.96875,407
111946,-4.90625,55.96875,407
111947,-4.90625,55.96875,407
111948,-4.90625,55.96875,407
111949,-4.90625,55.96875,407
111950,-4.90625,55.96875,407
111951,-4.90625,55.96875,407
111952,-4.90625,55.96875,407
111953,-4.90625,55.96875,407
111954,-4.90625,55.96875,407
111955,-4.90625,55.96875,407
111956,-4.90625,55.96875,407
111957,-4.90625,55.96875,407
111958,-4.90625,55.96875,407
111959,-4.90625,55.96875,407
111960,-4.90625,55.96875,407
111961,-4.90625,55.96875,407
111962,-4.90625,55.96875,407
111963,-4.90625,55.96875,407
111964,-4.90625,55.96875,407
111965,-4.90625,55.96875,407
111966,-4.90625,55.96875,407
111967,-4.90625,55.96875,407
111968,-4.90625,55.96875,407
111969,-4.90625,55.96875,407
111970,-4.90625,55.96875,407
111971,-4.90625,55.96875,407
111972,-4.90625,55.96875,407
111973,-4.90625,55.96875,407
111974,-4.90625,55.96875,407
111975,-4.90625,55.96875,407
111976,-4.90625,55.96875,407
111977,-4.90625,55.96875,407
111978,-4.90625,55.96875,407
111979,-4.90625,55.96875,407
111980,-4.90625,55.96875,407
111981,-4.90625,55.96875,407
111982,-4.90625,55.96875,407
111983,-4.90625,55.96875,407
111984,-4.90625,55.96875,407
111985,-4.90625,55.96875,407
111986,-4.90625,55.96875,407
111987,-4.90625,55.96875,407
111988,-4.90625,55.96875,407
111989,-4.90625,55.96875,407
111990,-4.90625,55.96875,407
111991,-4.90625,55.96875,407
111992,-4.90625,55.96875,407
111993,-4.90625,55.96875,407
111994,-4.90625,55.96875,407
111995,-4.90625,55.96875,407
111996,-4.90625,55.96875,407
111997,-4.90625,55.96875,407
111998,-4.90625,55.96875,407
111999,-4.90625,55.96875,407
112000,-4.90625,55.96875,407
112001,-4.90625,55.96875,407
112002,-4.90625,55.96875,407
112003,-4.90625,55.96875,407
112004,-4.90625,55.96875,407
112005,-4.90625,55.96875,407
112006,-4.90625,55.96875,407
112007,-4.90625,55.96875,407
112008,-4.90625,55.96875,407
112009,-4.90625,55.96875,407
112010,-4.90625,55.96875,407
112011,-4.90625,55.96875,407
112012,-4.90625,55.96875,407
112013,-4.90625,55.96875,407
112014,-4.90625,55.96875,407
112015,-4.90625,55.96875,407
112016,-4.90625,55.96875,407
112017,-4.90625,55.96875,407
112018,-4.90625,55.96875,407
112019,-4.90625,55.96875,407
112020,-4.90625,55.96875,407
112021,-4.90625,55.96875,407
112022,-4.90625,55.96875,407
112023,-4.90625,55.96875,407
112024,-4.90625,55.96875,407
112025,-4.90625,55.96875,407
112026,-4.90625,55.96875,407
112027,-4.90625,55.96875,407
112028,-4.90625,55.96875,407
112029,-4.90625,55.96875,407
112030,-4.90625,55.96875,407
112031,-4.90625,55.96875,407
112032,-4.90625,55.96875,407
112033,-4.90625,55.96875,407
112034,-4.90625,55.96875,407
112035,-4.90625,55.96875,407
112036,-4.90625,55.96875,407
112037,-4.90625,55.96875,407
112038,-4.90625,55.96875,407
112039,-4.90625,55.96875,407
112040,-4.90625,55.96875,407
112041,-4.90625,55.96875,407
112042,-4.90625,55.96875,407
112043,-4.90625,55.96875,407
112044,-4.90625,55.96875,407
112045,-4.90625,55.96875,407
112046,-4.90625,55.96875,407
112047,-4.90625,55.96875,407
112048,-4.90625,55.96875,407
112049,-4.90625,55.96875,407
112050,-4.90625,55.96875,407
112051,-4.90625,55.96875,407
112052,-4.90625,55.96875,407
112053,-4.90625,55.96875,407
112054,-4.91015625,55.96875,407
112055,-4.90625,55.96875,407
112056,-4.90625,55.96875,407
112057,-4.90625,55.96875,407
112058,-4.90625,55.96875,407
112060,-4.90625,55.96875,407
112061,-4.90625,55.96875,407
112062,-4.90625,55.96875,407
112063,-4.90625,55.96875,407
112064,-4.90625,55.96875,407
112065,-4.90625,55.96875,407
112066,-4.90625,55.96875,407
112067,-4.90625,55.96875,407
112068,-4.90625,55.96875,407
112069,-4.90625,55.96875,407
112070,-4.90625,55.96875,407
112071,-4.90625,55.96875,407
112072,-4.90625,55.96875,407
112073,-4.90625,55.96875,407
112074,-4.90625,55.96875,407
112075,-4.90625,55.96875,407
112076,-4.90625,55.96875,407
112077,-4.90625,55.96875,407
112078,-4.90625,55.96875,407
112079,-4.90625,55.96875,407
112080,-4.90625,55.96875,407
112081,-4.90625,55.96875,407
112082,-4.90625,55.96875,407
112083,-4.90625,55.96875,407
112084,-4.90625,55.96875,407
112085,-4.90625,55.96875,407
112086,-4.90625,55.96875,407
112087,-4.90625,55.96875,407
112088,-4.90625,55.96875,407
112089,-4.90625,55.96875,407
112090,-4.90625,55.96875,407
112091,-4.90625,55.96875,407
112092,-4.90625,55.96875,407
112093,-4.90625,55.96875,407
112094,-4.90625,55.96875,407
112095,-4.90625,55.96875,407
112096,-4.90625,55.96875,407
112097,-4.90625,55.96875,407
112098,-4.90625,55.96875,407
112099,-4.90625,55.96875,407
112100,-4.90625,55.96875,407
112102,-4.90625,55.96875,407
112103,-4.90625,55.96875,407
112104,-4.90625,55.96875,407
112105,-4.90625,55.96875,407
112106,-4.90625,55.96875,407
112107,-4.90625,55.96875,407
112108,-4.90625,55.96875,407
112109,-4.90625,55.96875,407
112110,-4.90625,55.96875,407
112111,-4.90625,55.96875,407
112112,-4.90625,55.96875,407
112113,-4.90625,55.96875,407
112114,-4.90625,55.96875,407
112115,-4.90625,55.96875,407
112116,-4.90625,55.96875,407
112117,-4.90625,55.96875,407
112118,-4.90625,55.96875,407
112119,-4.90625,55.96875,407
112120,-4.90625,55.96875,407
112121,-4.90625,55.96875,407
112122,-4.90625,55.96875,407
112123,-4.90625,55.96875,407
112124,-4.90625,55.96875,407
112125,-4.90625,55.96875,407
112126,-4.90625,55.96875,407
112127,-4.90625,55.96875,407
112128,-4.90625,55.96875,407
112129,-4.90625,55.96875,407
112130,-4.90625,55.96875,407
112131,-4.90625,55.96875,407
112132,-4.90625,55.96875,407
112133,-4.90625,55.96875,407
112134,-4.90625,55.96875,407
112135,-4.90625,55.96875,407
112136,-4.90625,55.96875,407
112137,-4.90625,55.96875,407
112138,-4.90625,55.96875,407
112139,-4.90625,55.96875,407
112140,-4.90625,55.96875,407
112141,-4.90625,55.96875,407
112142,-4.90625,55.96875,407
112143,-4.90625,55.96875,407
112144,-4.90625,55.96875,407
112145,-4.90625,55.96875,407
112146,-4.90625,55.96875,407
112147,-4.90625,55.96875,407
112149,-4.90625,55.96875,407
112150,-4.90625,55.96875,407
112151,-4.91015625,55.96875,407
112152,-4.90625,55.96875,407
112153,-4.90625,55.96875,407
112154,-4.90625,55.96875,407
112155,-4.90625,55.96875,407
112156,-4.90625,55.96875,407
112157,-4.90625,55.96875,407
112158,-4.90625,55.96875,407
112159,-4.90625,55.96875,407
112160,-4.90625,55.96875,407
112161,-4.90625,55.96875,407
112162,-4.90625,55.96875,407
112163,-4.90625,55.96875,407
112164,-4.90625,55.96875,407
112165,-4.90625,55.96875,407
112166,-4.90625,55.96875,407
112167,-4.90625,55.96875,407
112168,-4.90625,55.96875,407
112169,-4.90625,55.96875,407
112170,-4.90625,55.96875,407
112171,-4.90625,55.96875,407
112172,-4.90625,55.96875,407
112173,-4.90625,55.96875,407
112175,-4.90625,55.96875,407
112176,-4.90625,55.96875,407
112177,-4.90625,55.96875,407
112178,-4.90625,55.96875,407
112179,-4.91015625,55.96875,407
112180,-4.90625,55.96875,407
112181,-4.90625,55.96875,407
112182,-4.90625,55.96875,407
112183,-4.90625,55.96875,407
112184,-4.90625,55.96875,407
112185,-4.90625,55.96875,407
112186,-4.90625,55.96875,407
112187,-4.91015625,55.96875,407
112188,-4.90625,55.96875,407
112189,-4.90625,55.96875,407
112190,-4.90625,55.96875,407
112191,-4.90625,55.96875,407
112192,-4.90625,55.96875,407
112193,-4.90625,55.96875,407
112194,-4.90625,55.96875,407
112195,-4.90625,55.96875,407
112196,-4.90625,55.96875,407
112197,-4.90625,55.96875,407
112198,-4.90625,55.96875,407
112199,-4.90625,55.96875,407
112200,-4.90625,55.96875,407
112201,-4.90625,55.96875,407
112202,-4.90625,55.96875,407
112203,-4.90625,55.96875,407
112204,-4.90625,55.96875,407
112205,-4.90625,55.96875,407
112206,-4.90625,55.96875,407
112207,-4.90625,55.96875,407
112208,-4.90625,55.96875,407
112209,-4.91015625,55.96875,407
112210,-4.90625,55.96875,407
112211,-4.90625,55.96875,407
112212,-4.90625,55.96875,407
112213,-4.90625,55.96875,407
112214,-4.91015625,55.96875,407
112215,-4.90625,55.96875,407
112216,-4.90625,55.96875,407
112217,-4.91015625,55.96875,407
112218,-4.91015625,55.96875,407
112219,-4.90625,55.96875,407
112220,-4.90625,55.96875,407
112222,-4.90625,55.96875,407
112224,0.343017578125,51.46875,42
112239,-0.1992675781249999,53.625,19
112242,-2.083984375,57.15625,7
112251,0.11370849609375,49.46875,16
112254,0.54296875,49.46875,124
112268,0.2095947265625,49.46875,16
112269,0.201416015625,49.46875,16
112270,0.201416015625,49.46875,16
112271,0.2095947265625,49.46875,16
112272,0.1846923828125,49.46875,16
112273,0.2015380859375,49.46875,16
112274,0.1865234375,49.46875,16
112275,0.1866455078125,49.46875,16
112276,0.183837890625,49.46875,16
112277,0.174072265625,49.46875,16
112280,-0.2646484375,53.75,74
112281,-0.2626953125,53.75,74
112284,0.496826171875,51.5,15
112285,0.48974609375,51.5,15
112287,0.5029296875,51.5,15
112289,0.496337890625,51.5,15
112292,0.49169921875,51.5,15
112293,-1.41796875,50.90625,11
112294,-1.41796875,50.90625,11
112295,-0.19873046875,53.625,19
112296,-0.199462890625,53.625,19
112297,-0.198974609375,53.625,19
112298,-0.19921875,53.625,19
112299,-0.198974609375,53.625,19
112300,-0.199462890625,53.625,19
112301,-0.198974609375,53.625,19
112302,-0.199462890625,53.625,19
112303,-0.198974609375,53.625,19
112304,-0.198974609375,53.625,19
112305,-0.198974609375,53.625,19
112306,-0.199462890625,53.625,19
112307,-0.199462890625,53.625,19
112308,-0.198974609375,53.625,19
112309,-0.199462890625,53.625,19
112310,-0.19921875,53.625,19
112311,-0.198974609375,53.625,19
112312,-0.199462890625,53.625,19
112313,-0.198974609375,53.625,19
112314,-0.199462890625,53.625,19
112315,-0.198974609375,53.625,19
112316,-0.199462890625,53.625,19
112317,-0.198974609375,53.625,19
112318,-0.199462890625,53.625,19
112319,-0.198974609375,53.625,19
112320,-0.19921875,53.625,19
112321,-0.19873046875,53.625,19
112322,-0.19921875,53.625,19
112323,-0.19921875,53.625,19
112325,-0.19921875,53.625,19
112326,-0.19873046875,53.625,19
112327,-0.19921875,53.625,19
112328,-0.19873046875,53.625,19
112329,-0.199462890625,53.625,19
112330,-0.198974609375,53.625,19
112331,-0.199462890625,53.625,19
112332,-0.198974609375,53.625,19
112333,-0.199462890625,53.625,19
112334,-0.198974609375,53.625,19
112335,-0.199462890625,53.625,19
112336,-0.198974609375,53.625,19
112337,-0.199462890625,53.625,19
112338,-0.198974609375,53.625,19
112340,-0.198974609375,53.625,19
112341,-0.198974609375,53.625,19
112342,-0.199462890625,53.625,19
112343,-0.198974609375,53.625,19
112344,-0.199462890625,53.625,19
112345,-0.198974609375,53.625,19
112346,-0.19921875,53.625,19
112347,-0.198974609375,53.625,19
112348,-0.199462890625,53.625,19
112349,-0.198974609375,53.625,19
112350,-0.198974609375,53.625,19
112351,-0.19873046875,53.625,19
112352,-0.19873046875,53.625,19
112353,-0.19873046875,53.625,19
112354,-0.19921875,53.625,19
112355,-0.19921875,53.625,19
112356,-0.19921875,53.625,19
112357,-0.19921875,53.625,19
112358,-0.19921875,53.625,19
112359,-0.19921875,53.625,19
112360,-0.19921875,53.625,19
112361,-0.19921875,53.625,19
112362,-0.19873046875,53.625,19
112363,-0.19873046875,53.625,19
112364,-0.19921875,53.625,19
112365,-0.19873046875,53.625,19
112366,-0.19873046875,53.625,19
112367,-0.19921875,53.625,19
112368,-0.19873046875,53.625,19
112369,-0.1990966796875,53.625,19
112370,-0.19921875,53.625,19
112371,-0.19921875,53.625,19
112372,-0.19873046875,53.625,19
112373,-0.19921875,53.625,19
112374,-0.199462890625,53.625,19
112375,-0.199462890625,53.625,19
112376,-0.19921875,53.625,19
112377,-0.19921875,53.625,19
112378,-0.19921875,53.625,19
112379,-0.19921875,53.625,19
112380,-0.19921875,53.625,19
112381,-0.19921875,53.625,19
112382,-0.19921875,53.625,19
112383,-0.19921875,53.625,19
112384,-0.19921875,53.625,19
112385,-0.198974609375,53.625,19
112388,-0.2607421875,53.75,74
112398,-0.1995849609375,53.625,19
112399,-0.1995849609375,53.625,19
112400,-0.1988525390625,53.625,19
112402,-0.1995849609375,53.625,19
112403,-0.1988525390625,53.625,19
112404,-0.1988525390625,53.625,19
112405,-0.1988525390625,53.625,19
112406,-0.19873046875,53.625,19
112407,-0.1988525390625,53.625,19
112408,-0.1988525390625,53.625,19
112409,-0.19921875,53.625,19
112410,-0.19873046875,53.625,19
112411,-0.1988525390625,53.625,19
112413,-0.19873046875,53.625,19
112414,-0.1988525390625,53.625,19
112415,-0.1995849609375,53.625,19
112416,-0.1988525390625,53.625,19
112418,-0.1995849609375,53.625,19
112419,-0.1988525390625,53.625,19
112420,-0.1988525390625,53.625,19
112421,-0.1995849609375,53.625,19
112422,-0.1988525390625,53.625,19
112423,-0.1995849609375,53.625,19
112424,-0.1988525390625,53.625,19
112425,-0.1995849609375,53.625,19
112426,-0.1988525390625,53.625,19
112427,-0.1988525390625,53.625,19
112428,-0.1995849609375,53.625,19
112429,-0.19873046875,53.625,19
112430,-0.1988525390625,53.625,19
112431,-0.1995849609375,53.625,19
112432,-0.19921875,53.625,19
112433,-0.19873046875,53.625,19
112434,-0.19873046875,53.625,19
112435,-0.1988525390625,53.625,19
112436,-0.19873046875,53.625,19
112438,-0.1988525390625,53.625,19
112439,-0.198974609375,53.625,19
112440,-0.19970703125,53.625,19
112441,-0.198974609375,53.625,19
112442,-0.19970703125,53.625,19
112443,-0.1988525390625,53.625,19
112444,-0.19970703125,53.625,19
112445,-0.198974609375,53.625,19
112446,-0.198974609375,53.625,19
112447,-0.19970703125,53.625,19
112448,-0.198974609375,53.625,19
112449,-0.198974609375,53.625,19
112450,-0.19970703125,53.625,19
112451,-0.198974609375,53.625,19
112452,-0.1988525390625,53.625,19
112453,-0.19970703125,53.625,19
112454,-0.1988525390625,53.625,19
112455,-0.1983642578125,53.625,19
112456,-0.19970703125,53.625,19
112457,-0.1988525390625,53.625,19
112458,-0.198974609375,53.625,19
112459,-0.198974609375,53.625,19
112460,-0.1988525390625,53.625,19
112461,-0.19970703125,53.625,19
112462,-0.19970703125,53.625,19
112463,-0.1988525390625,53.625,19
112464,-0.1988525390625,53.625,19
112465,-0.1988525390625,53.625,19
112466,-0.19970703125,53.625,19
112467,-0.198974609375,53.625,19
112468,-0.198974609375,53.625,19
112469,-0.19970703125,53.625,19
112470,-0.198974609375,53.625,19
112471,-0.198974609375,53.625,19
112472,-0.19970703125,53.625,19
112473,-0.1988525390625,53.625,19
112474,-0.1993408203125,53.625,19
112475,-0.19970703125,53.625,19
112476,-0.1988525390625,53.625,19
112477,-0.198974609375,53.625,19
112478,-0.198974609375,53.625,19
112479,-0.1988525390625,53.625,19
112480,-0.19970703125,53.625,19
112481,-0.198974609375,53.625,19
112482,-0.1988525390625,53.625,19
112483,-0.19970703125,53.625,19
112484,-0.1988525390625,53.625,19
112485,-0.198974609375,53.625,19
112486,-0.19970703125,53.625,19
112487,-0.198974609375,53.625,19
112488,-0.198974609375,53.625,19
112489,-0.19970703125,53.625,19
112490,-0.198974609375,53.625,19
112491,-0.1988525390625,53.625,19
112492,-0.19970703125,53.625,19
112493,-0.1988525390625,53.625,19
112494,-0.1988525390625,53.625,19
112495,-0.19970703125,53.625,19
112496,-0.1988525390625,53.625,19
112497,-0.1988525390625,53.625,19
112498,-0.198974609375,53.625,19
112499,-0.198974609375,53.625,19
112500,-0.19970703125,53.625,19
112501,-0.198974609375,53.625,19
112503,0.1314697265625,49.46875,16
112515,-1.43359375,50.90625,11
112577,-2.962890625,59.0,131
112610,0.10711669921875,49.46875,16
112611,-1.0947265625,50.8125,18
112613,0.495849609375,51.5,15
112614,0.1397705078125,49.46875,16
112615,0.501953125,51.5,15
112616,0.49072265625,51.5,15
112617,0.1337890625,49.46875,16
112618,0.49560546875,51.5,15
112620,0.501953125,51.5,15
112621,0.1387939453125,49.46875,16
112623,-1.3984375,50.90625,143
112624,-1.3984375,50.90625,143
112625,-1.396484375,50.875,12
112627,-1.3984375,50.875,12
112628,-1.3984375,50.875,12
112629,-1.3984375,50.90625,143
112630,-1.3984375,50.875,12
112647,-3.03125,53.46875,9
112653,-0.26513671875,53.75,74
112663,-0.1922607421875,53.625,19
112780,-1.3984375,50.875,12
112782,0.1646728515625,49.46875,16
112784,0.1622314453125,49.46875,16
112786,0.498291015625,51.5,15
112789,0.1617431640625,49.46875,16
112791,0.1680908203125,49.46875,16
113032,-1.166015625,54.59375,24
113045,-0.1923828125,53.625,19
113052,-1.3310546875,50.84375,44
113055,0.5458984375,49.46875,124
113061,-0.1983642578125,53.625,19
113062,0.1629638671875,49.46875,16
113065,0.16162109375,49.46875,16
113067,0.1533203125,49.46875,16
113069,0.17333984375,49.46875,16
113070,0.1739501953125,49.46875,16
113071,0.1732177734375,49.46875,16
113072,0.1485595703125,49.46875,16
113073,0.17431640625,49.46875,16
113074,0.1646728515625,49.46875,16
113075,0.1729736328125,49.46875,16
113077,0.167724609375,49.46875,16
113078,0.1614990234375,49.46875,16
113079,0.168212890625,49.46875,16
113080,0.1678466796875,49.46875,16
113082,0.1719970703125,49.46875,16
113083,0.1678466796875,49.46875,16
113085,0.1651611328125,49.46875,16
113086,0.1678466796875,49.46875,16
113087,0.1683349609375,49.46875,16
113088,0.17431640625,49.46875,16
113089,0.1650390625,49.46875,16
113091,0.168212890625,49.46875,16
113092,0.168212890625,49.46875,16
113094,0.1650390625,49.46875,16
113095,0.1678466796875,49.46875,16
113096,0.1729736328125,49.46875,16
113097,0.1639404296875,49.46875,16
113098,0.168212890625,49.46875,16
113099,0.168212890625,49.46875,16
113100,0.1707763671875,49.46875,16
113101,0.164306640625,49.46875,16
113102,0.1678466796875,49.46875,16
113103,0.168212890625,49.46875,16
113104,0.16455078125,49.46875,16
113105,0.1678466796875,49.46875,16
113106,0.168212890625,49.46875,16
113107,0.1678466796875,49.46875,16
113109,0.1610107421875,49.46875,16
113110,0.16748046875,49.46875,16
113111,0.1678466796875,49.46875,16
113112,0.16796875,49.46875,16
113113,0.168212890625,49.46875,16
113114,0.16748046875,49.46875,16
113115,0.168212890625,49.46875,16
113116,0.1678466796875,49.46875,16
113117,0.1678466796875,49.46875,16
113119,0.1678466796875,49.46875,16
113120,0.1668701171875,49.46875,16
113121,0.16748046875,49.46875,16
113123,0.168212890625,49.46875,16
113124,0.1678466796875,49.46875,16
113126,0.17431640625,49.46875,16
113127,0.164794921875,49.46875,16
113128,0.1671142578125,49.46875,16
113129,0.168212890625,49.46875,16
113130,0.168212890625,49.46875,16
113131,0.16455078125,49.46875,16
113132,0.1683349609375,49.46875,16
113133,0.1678466796875,49.46875,16
113134,0.168212890625,49.46875,16
113135,0.168212890625,49.46875,16
113136,0.168212890625,49.46875,16
113137,0.17431640625,49.46875,16
113138,0.168212890625,49.46875,16
113139,0.168212890625,49.46875,16
113140,0.1636962890625,49.46875,16
113141,0.168212890625,49.46875,16
113142,0.168212890625,49.46875,16
113143,0.167724609375,49.46875,16
113144,0.168212890625,49.46875,16
113145,0.168212890625,49.46875,16
113146,0.16748046875,49.46875,16
113148,0.168212890625,49.46875,16
113149,0.160888671875,49.46875,16
113150,0.1678466796875,49.46875,16
113151,0.16748046875,49.46875,16
113152,0.1671142578125,49.46875,16
113153,0.1678466796875,49.46875,16
113155,0.50390625,51.5,15
113156,0.1732177734375,49.46875,16
113158,0.1668701171875,49.46875,16
113159,0.16748046875,49.46875,16
113160,0.17333984375,49.46875,16
113161,0.169189453125,49.46875,16
113162,0.16455078125,49.46875,16
113163,0.17431640625,49.46875,16
113164,0.1641845703125,49.46875,16
113166,0.1678466796875,49.46875,16
113167,0.1668701171875,49.46875,16
113168,0.164794921875,49.46875,16
113169,0.164306640625,49.46875,16
113170,0.1678466796875,49.46875,16
113171,0.171630859375,49.46875,16
113172,0.167724609375,49.46875,16
113173,0.1678466796875,49.46875,16
113175,0.348876953125,51.46875,42
113182,0.541015625,49.46875,124
113190,0.541015625,49.46875,124
113193,0.541015625,49.46875,124
113211,0.541015625,49.46875,124
113216,0.1719970703125,49.46875,16
113221,0.1451416015625,49.46875,16
113228,-3.029296875,53.46875,9
113236,-3.01171875,53.4375,2
113245,0.3310546875,51.46875,42
113251,0.331298828125,51.46875,42
113258,-1.15625,54.59375,24
113262,0.3310546875,51.46875,42
113271,-0.1927490234375,53.625,19
113272,-1.154296875,54.59375,24
113274,0.356201171875,51.46875,42
113275,0.356201171875,51.46875,42
113276,0.356201171875,51.46875,42
113277,0.356201171875,51.46875,42
113278,0.34130859375,51.46875,42
